Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-03-12 00:00:00-04:00,27.890066146850586,27.890066146850586,27.890066146850586,27.890066146850586,0,0.0,0.0,0.0
2024-03-13 00:00:00-04:00,27.98015022277832,27.98015022277832,27.98015022277832,27.98015022277832,0,0.0,0.0,0.0
2024-03-14 00:00:00-04:00,27.908082962036133,27.908082962036133,27.908082962036133,27.908082962036133,0,0.0,0.0,0.0
2024-03-15 00:00:00-04:00,27.935108184814453,27.935108184814453,27.935108184814453,27.935108184814453,0,0.0,0.0,0.0
2024-03-18 00:00:00-04:00,27.953126907348633,27.953126907348633,27.953126907348633,27.953126907348633,0,0.0,0.0,0.0
2024-03-19 00:00:00-04:00,28.169326782226562,28.169326782226562,28.169326782226562,28.169326782226562,0,0.0,0.0,0.0
2024-03-20 00:00:00-04:00,28.42156219482422,28.42156219482422,28.42156219482422,28.42156219482422,0,0.0,0.0,0.0
2024-03-21 00:00:00-04:00,28.565696716308594,28.565696716308594,28.565696716308594,28.565696716308594,0,0.0,0.0,0.0
2024-03-22 00:00:00-04:00,28.484622955322266,28.484622955322266,28.484622955322266,28.484622955322266,0,0.0,0.0,0.0
2024-03-25 00:00:00-04:00,28.322471618652344,28.322471618652344,28.322471618652344,28.322471618652344,0,0.0,0.0,0.0
2024-03-26 00:00:00-04:00,28.42156219482422,28.42156219482422,28.42156219482422,28.42156219482422,0,0.0,0.0,0.0
2024-03-27 00:00:00-04:00,28.60173225402832,28.60173225402832,28.60173225402832,28.60173225402832,0,0.0,0.0,0.0
2024-03-28 00:00:00-04:00,28.637765884399414,28.637765884399414,28.637765884399414,28.637765884399414,0,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,28.54768180847168,28.54768180847168,28.54768180847168,28.54768180847168,0,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,28.493629455566406,28.493629455566406,28.493629455566406,28.493629455566406,0,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,28.39453887939453,28.39453887939453,28.39453887939453,28.39453887939453,0,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,28.052217483520508,28.052217483520508,28.052217483520508,28.052217483520508,0,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,28.34949493408203,28.34949493408203,28.34949493408203,28.34949493408203,0,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,28.340486526489258,28.340486526489258,28.340486526489258,28.340486526489258,0,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,28.223379135131836,28.223379135131836,28.223379135131836,28.223379135131836,0,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,28.06122589111328,28.06122589111328,28.06122589111328,28.06122589111328,0,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,27.98015022277832,27.98015022277832,27.98015022277832,27.98015022277832,0,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,27.718908309936523,27.718908309936523,27.718908309936523,27.718908309936523,0,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,27.475679397583008,27.475679397583008,27.475679397583008,27.475679397583008,0,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,27.511714935302734,27.511714935302734,27.511714935302734,27.511714935302734,0,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,27.502704620361328,27.502704620361328,27.502704620361328,27.502704620361328,0,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,27.502704620361328,27.502704620361328,27.502704620361328,27.502704620361328,0,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,27.538738250732422,27.538738250732422,27.538738250732422,27.538738250732422,0,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,27.601797103881836,27.601797103881836,27.601797103881836,27.601797103881836,0,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,27.682872772216797,27.682872772216797,27.682872772216797,27.682872772216797,0,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,27.718908309936523,27.718908309936523,27.718908309936523,27.718908309936523,0,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,27.74593162536621,27.74593162536621,27.74593162536621,27.74593162536621,0,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,27.74593162536621,27.74593162536621,27.74593162536621,27.74593162536621,0,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,27.736923217773438,27.736923217773438,27.736923217773438,27.736923217773438,0,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,27.520719528198242,27.520719528198242,27.520719528198242,27.520719528198242,0,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,27.475679397583008,27.475679397583008,27.475679397583008,27.475679397583008,0,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,27.511714935302734,27.511714935302734,27.511714935302734,27.511714935302734,0,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,27.646839141845703,27.646839141845703,27.646839141845703,27.646839141845703,0,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,27.935108184814453,27.935108184814453,27.935108184814453,27.935108184814453,0,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,27.935108184814453,27.935108184814453,27.935108184814453,27.935108184814453,0,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,27.98015022277832,27.98015022277832,27.98015022277832,27.98015022277832,0,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,28.13329315185547,28.13329315185547,28.13329315185547,28.13329315185547,0,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,28.142301559448242,28.142301559448242,28.142301559448242,28.142301559448242,0,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,27.944116592407227,27.944116592407227,27.944116592407227,27.944116592407227,0,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,27.92609977722168,27.92609977722168,27.92609977722168,27.92609977722168,0,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,27.98015022277832,27.98015022277832,27.98015022277832,27.98015022277832,0,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,27.944116592407227,27.944116592407227,27.944116592407227,27.944116592407227,0,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,27.998167037963867,27.998167037963867,27.998167037963867,27.998167037963867,0,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,27.881059646606445,27.881059646606445,27.881059646606445,27.881059646606445,0,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,27.808992385864258,27.808992385864258,27.808992385864258,27.808992385864258,0,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,27.77295684814453,27.77295684814453,27.77295684814453,27.77295684814453,0,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,27.61080551147461,27.61080551147461,27.61080551147461,27.61080551147461,0,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,27.917091369628906,27.917091369628906,27.917091369628906,27.917091369628906,0,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,27.69188117980957,27.69188117980957,27.69188117980957,27.69188117980957,0,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,27.565763473510742,27.565763473510742,27.565763473510742,27.565763473510742,0,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,27.736923217773438,27.736923217773438,27.736923217773438,27.736923217773438,0,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,27.87204933166504,27.87204933166504,27.87204933166504,27.87204933166504,0,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,27.881059646606445,27.881059646606445,27.881059646606445,27.881059646606445,0,0.0,0.0,0.0
2024-06-04 00:00:00-04:00,27.92609977722168,27.92609977722168,27.92609977722168,27.92609977722168,0,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,28.088253021240234,28.088253021240234,28.088253021240234,28.088253021240234,0,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,27.998167037963867,27.998167037963867,27.998167037963867,27.998167037963867,0,0.0,0.0,0.0
2024-06-07 00:00:00-04:00,28.00717544555664,28.00717544555664,28.00717544555664,28.00717544555664,0,0.0,0.0,0.0
2024-06-10 00:00:00-04:00,28.02519416809082,28.02519416809082,28.02519416809082,28.02519416809082,0,0.0,0.0,0.0
2024-06-11 00:00:00-04:00,28.016185760498047,28.016185760498047,28.016185760498047,28.016185760498047,0,0.0,0.0,0.0
2024-06-12 00:00:00-04:00,28.043209075927734,28.043209075927734,28.043209075927734,28.043209075927734,0,0.0,0.0,0.0
2024-06-13 00:00:00-04:00,28.02519416809082,28.02519416809082,28.02519416809082,28.02519416809082,0,0.0,0.0,0.0
2024-06-14 00:00:00-04:00,27.953126907348633,27.953126907348633,27.953126907348633,27.953126907348633,0,0.0,0.0,0.0
2024-06-17 00:00:00-04:00,28.36751365661621,28.36751365661621,28.36751365661621,28.36751365661621,0,0.0,0.0,0.0
2024-06-18 00:00:00-04:00,28.475614547729492,28.475614547729492,28.475614547729492,28.475614547729492,0,0.0,0.0,0.0
2024-06-20 00:00:00-04:00,28.58371353149414,28.58371353149414,28.58371353149414,28.58371353149414,0,0.0,0.0,0.0
2024-06-21 00:00:00-04:00,28.592723846435547,28.592723846435547,28.592723846435547,28.592723846435547,0,0.0,0.0,0.0
2024-06-24 00:00:00-04:00,28.718839645385742,28.718839645385742,28.718839645385742,28.718839645385742,0,0.0,0.0,0.0
2024-06-25 00:00:00-04:00,28.538671493530273,28.538671493530273,28.538671493530273,28.538671493530273,0,0.0,0.0,0.0
2024-06-26 00:00:00-04:00,28.439579010009766,28.439579010009766,28.439579010009766,28.439579010009766,0,0.0,0.0,0.0
2024-06-27 00:00:00-04:00,28.36751365661621,28.36751365661621,28.36751365661621,28.36751365661621,0,0.0,0.0,0.0
2024-06-28 00:00:00-04:00,28.277427673339844,28.277427673339844,28.277427673339844,28.277427673339844,0,0.0,0.0,0.0
2024-07-01 00:00:00-04:00,27.971141815185547,27.971141815185547,27.971141815185547,27.971141815185547,0,0.0,0.0,0.0
2024-07-02 00:00:00-04:00,28.00717544555664,28.00717544555664,28.00717544555664,28.00717544555664,0,0.0,0.0,0.0
2024-07-03 00:00:00-04:00,27.989158630371094,27.989158630371094,27.989158630371094,27.989158630371094,0,0.0,0.0,0.0
2024-07-05 00:00:00-04:00,27.998167037963867,27.998167037963867,27.998167037963867,27.998167037963867,0,0.0,0.0,0.0
2024-07-08 00:00:00-04:00,28.016185760498047,28.016185760498047,28.016185760498047,28.016185760498047,0,0.0,0.0,0.0
2024-07-09 00:00:00-04:00,27.890066146850586,27.890066146850586,27.890066146850586,27.890066146850586,0,0.0,0.0,0.0
2024-07-10 00:00:00-04:00,28.00717544555664,28.00717544555664,28.00717544555664,28.00717544555664,0,0.0,0.0,0.0
2024-07-11 00:00:00-04:00,28.232385635375977,28.232385635375977,28.232385635375977,28.232385635375977,0,0.0,0.0,0.0
2024-07-12 00:00:00-04:00,28.403545379638672,28.403545379638672,28.403545379638672,28.403545379638672,0,0.0,0.0,0.0
2024-07-15 00:00:00-04:00,28.44858741760254,28.44858741760254,28.44858741760254,28.44858741760254,0,0.0,0.0,0.0
2024-07-16 00:00:00-04:00,28.7098331451416,28.7098331451416,28.7098331451416,28.7098331451416,0,0.0,0.0,0.0
2024-07-17 00:00:00-04:00,28.673799514770508,28.673799514770508,28.673799514770508,28.673799514770508,0,0.0,0.0,0.0
2024-07-18 00:00:00-04:00,28.322471618652344,28.322471618652344,28.322471618652344,28.322471618652344,0,0.0,0.0,0.0
2024-07-19 00:00:00-04:00,28.169326782226562,28.169326782226562,28.169326782226562,28.169326782226562,0,0.0,0.0,0.0
2024-07-22 00:00:00-04:00,28.358503341674805,28.358503341674805,28.358503341674805,28.358503341674805,0,0.0,0.0,0.0
2024-07-23 00:00:00-04:00,28.232385635375977,28.232385635375977,28.232385635375977,28.232385635375977,0,0.0,0.0,0.0
2024-07-24 00:00:00-04:00,28.03420066833496,28.03420066833496,28.03420066833496,28.03420066833496,0,0.0,0.0,0.0
2024-07-25 00:00:00-04:00,28.151309967041016,28.151309967041016,28.151309967041016,28.151309967041016,0,0.0,0.0,0.0
2024-07-26 00:00:00-04:00,28.430572509765625,28.430572509765625,28.430572509765625,28.430572509765625,0,0.0,0.0,0.0
2024-07-29 00:00:00-04:00,28.511646270751953,28.511646270751953,28.511646270751953,28.511646270751953,0,0.0,0.0,0.0
2024-07-30 00:00:00-04:00,28.700824737548828,28.700824737548828,28.700824737548828,28.700824737548828,0,0.0,0.0,0.0
2024-07-31 00:00:00-04:00,28.58371353149414,28.58371353149414,28.58371353149414,28.58371353149414,0,0.0,0.0,0.0
2024-08-01 00:00:00-04:00,28.61073875427246,28.61073875427246,28.61073875427246,28.61073875427246,0,0.0,0.0,0.0
2024-08-02 00:00:00-04:00,28.484622955322266,28.484622955322266,28.484622955322266,28.484622955322266,0,0.0,0.0,0.0
2024-08-05 00:00:00-04:00,27.935108184814453,27.935108184814453,27.935108184814453,27.935108184814453,0,0.0,0.0,0.0
2024-08-06 00:00:00-04:00,28.043209075927734,28.043209075927734,28.043209075927734,28.043209075927734,0,0.0,0.0,0.0
2024-08-07 00:00:00-04:00,27.944116592407227,27.944116592407227,27.944116592407227,27.944116592407227,0,0.0,0.0,0.0
2024-08-08 00:00:00-04:00,28.313461303710938,28.313461303710938,28.313461303710938,28.313461303710938,0,0.0,0.0,0.0
2024-08-09 00:00:00-04:00,28.340486526489258,28.340486526489258,28.340486526489258,28.340486526489258,0,0.0,0.0,0.0
2024-08-12 00:00:00-04:00,28.34949493408203,28.34949493408203,28.34949493408203,28.34949493408203,0,0.0,0.0,0.0
2024-08-13 00:00:00-04:00,28.385530471801758,28.385530471801758,28.385530471801758,28.385530471801758,0,0.0,0.0,0.0
2024-08-14 00:00:00-04:00,28.538671493530273,28.538671493530273,28.538671493530273,28.538671493530273,0,0.0,0.0,0.0
2024-08-15 00:00:00-04:00,28.79090690612793,28.79090690612793,28.79090690612793,28.79090690612793,0,0.0,0.0,0.0
2024-08-16 00:00:00-04:00,28.880992889404297,28.880992889404297,28.880992889404297,28.880992889404297,0,0.0,0.0,0.0
2024-08-19 00:00:00-04:00,28.880992889404297,28.880992889404297,28.880992889404297,28.880992889404297,0,0.0,0.0,0.0
2024-08-20 00:00:00-04:00,28.880992889404297,28.880992889404297,28.880992889404297,28.880992889404297,0,0.0,0.0,0.0
2024-08-21 00:00:00-04:00,29.196287155151367,29.196287155151367,29.196287155151367,29.196287155151367,0,0.0,0.0,0.0
2024-08-22 00:00:00-04:00,29.1512451171875,29.1512451171875,29.1512451171875,29.1512451171875,0,0.0,0.0,0.0
2024-08-23 00:00:00-04:00,29.295379638671875,29.295379638671875,29.295379638671875,29.295379638671875,0,0.0,0.0,0.0
2024-08-26 00:00:00-04:00,29.3314151763916,29.3314151763916,29.3314151763916,29.3314151763916,0,0.0,0.0,0.0
2024-08-27 00:00:00-04:00,29.35843849182129,29.35843849182129,29.35843849182129,29.35843849182129,0,0.0,0.0,0.0
2024-08-28 00:00:00-04:00,29.2863712310791,29.2863712310791,29.2863712310791,29.2863712310791,0,0.0,0.0,0.0
2024-08-29 00:00:00-04:00,29.403480529785156,29.403480529785156,29.403480529785156,29.403480529785156,0,0.0,0.0,0.0
2024-08-30 00:00:00-04:00,29.43951416015625,29.43951416015625,29.43951416015625,29.43951416015625,0,0.0,0.0,0.0
2024-09-03 00:00:00-04:00,29.3314151763916,29.3314151763916,29.3314151763916,29.3314151763916,0,0.0,0.0,0.0
2024-09-04 00:00:00-04:00,29.36744499206543,29.36744499206543,29.36744499206543,29.36744499206543,0,0.0,0.0,0.0
2024-09-05 00:00:00-04:00,29.25934600830078,29.25934600830078,29.25934600830078,29.25934600830078,0,0.0,0.0,0.0
2024-09-06 00:00:00-04:00,29.025127410888675,29.025127410888675,29.025127410888675,29.025127410888672,0,0.0,0.0,0.0
2024-09-09 00:00:00-04:00,29.2863712310791,29.2863712310791,29.2863712310791,29.2863712310791,0,0.0,0.0,0.0
2024-09-10 00:00:00-04:00,29.277362823486328,29.277362823486328,29.277362823486328,29.277362823486328,0,0.0,0.0,0.0
2024-09-11 00:00:00-04:00,29.17827033996582,29.17827033996582,29.17827033996582,29.17827033996582,0,0.0,0.0,0.0
2024-09-12 00:00:00-04:00,29.268356323242188,29.268356323242188,29.268356323242188,29.268356323242188,0,0.0,0.0,0.0
2024-09-13 00:00:00-04:00,29.46653938293457,29.46653938293457,29.46653938293457,29.46653938293457,0,0.0,0.0,0.0
2024-09-16 00:00:00-04:00,29.53860855102539,29.53860855102539,29.53860855102539,29.53860855102539,0,0.0,0.0,0.0
2024-09-17 00:00:00-04:00,29.502573013305664,29.502573013305664,29.502573013305664,29.502573013305664,0,0.0,0.0,0.0
2024-09-18 00:00:00-04:00,29.448522567749023,29.448522567749023,29.448522567749023,29.448522567749023,0,0.0,0.0,0.0
2024-09-19 00:00:00-04:00,29.53860855102539,29.53860855102539,29.53860855102539,29.53860855102539,0,0.0,0.0,0.0
2024-09-20 00:00:00-04:00,29.511581420898438,29.511581420898438,29.511581420898438,29.511581420898438,0,0.0,0.0,0.0
2024-09-23 00:00:00-04:00,29.54761505126953,29.54761505126953,29.54761505126953,29.54761505126953,0,0.0,0.0,0.0
2024-09-24 00:00:00-04:00,29.583650588989258,29.583650588989258,29.583650588989258,29.583650588989258,0,0.0,0.0,0.0
2024-09-25 00:00:00-04:00,29.5926570892334,29.5926570892334,29.5926570892334,29.5926570892334,0,0.0,0.0,0.0
2024-09-26 00:00:00-04:00,29.745800018310543,29.745800018310543,29.745800018310543,29.745800018310547,0,0.0,0.0,0.0
2024-09-27 00:00:00-04:00,29.772825241088867,29.772825241088867,29.772825241088867,29.772825241088867,0,0.0,0.0,0.0
2024-09-30 00:00:00-04:00,29.727785110473633,29.727785110473633,29.727785110473633,29.727785110473633,0,0.0,0.0,0.0
2024-10-01 00:00:00-04:00,29.71877670288086,29.71877670288086,29.71877670288086,29.71877670288086,0,0.0,0.0,0.0
2024-10-02 00:00:00-04:00,29.54761505126953,29.54761505126953,29.54761505126953,29.54761505126953,0,0.0,0.0,0.0
2024-10-03 00:00:00-04:00,29.403480529785156,29.403480529785156,29.403480529785156,29.403480529785156,0,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,29.421499252319336,29.421499252319336,29.421499252319336,29.421499252319336,0,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,29.007112503051758,29.007112503051758,29.007112503051758,29.007112503051758,0,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,29.25934600830078,29.25934600830078,29.25934600830078,29.25934600830078,0,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,29.43951416015625,29.43951416015625,29.43951416015625,29.43951416015625,0,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,29.3314151763916,29.3314151763916,29.3314151763916,29.3314151763916,0,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,29.64670753479004,29.64670753479004,29.64670753479004,29.64670753479004,0,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,29.709766387939453,29.709766387939453,29.709766387939453,29.709766387939453,0,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,29.64670753479004,29.64670753479004,29.64670753479004,29.64670753479004,0,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,29.83588409423828,29.83588409423828,29.83588409423828,29.83588409423828,0,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,29.88092803955078,29.88092803955078,29.88092803955078,29.88092803955078,0,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,29.961999893188477,29.961999893188477,29.961999893188477,29.961999893188477,0,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,29.862913131713867,29.862913131713867,29.862913131713867,29.862913131713867,0,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,29.61968231201172,29.61968231201172,29.61968231201172,29.61968231201172,0,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,29.574642181396484,29.574642181396484,29.574642181396484,29.574642181396484,0,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,29.484556198120117,29.484556198120117,29.484556198120117,29.484556198120117,0,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,29.35843849182129,29.35843849182129,29.35843849182129,29.35843849182129,0,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,29.403480529785156,29.403480529785156,29.403480529785156,29.403480529785156,0,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,29.17827033996582,29.17827033996582,29.17827033996582,29.17827033996582,0,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,29.17827033996582,29.17827033996582,29.17827033996582,29.17827033996582,0,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,28.99810028076172,28.99810028076172,28.99810028076172,28.99810028076172,0,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,28.989093780517578,28.989093780517578,28.989093780517578,28.989093780517578,0,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,29.07016944885254,29.07016944885254,29.07016944885254,29.07016944885254,0,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,29.394472122192383,29.394472122192383,29.394472122192383,29.394472122192383,0,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,29.943988800048828,29.943988800048828,29.943988800048828,29.943988800048828,0,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,29.934978485107422,29.934978485107422,29.934978485107422,29.934978485107422,0,0.0,0.0,0.0
2024-11-08 00:00:00-05:00,30.11514663696289,30.11514663696289,30.11514663696289,30.11514663696289,0,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,30.14217185974121,30.14217185974121,30.14217185974121,30.14217185974121,0,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,30.079113006591797,30.079113006591797,30.079113006591797,30.079113006591797,0,0.0,0.0,0.0
2024-11-13 00:00:00-05:00,30.151182174682617,30.151182174682617,30.151182174682617,30.151182174682617,0,0.0,0.0,0.0
2024-11-14 00:00:00-05:00,30.10613441467285,30.10613441467285,30.10613441467285,30.10613441467285,0,0.0,0.0,0.0
2024-11-15 00:00:00-05:00,30.025062561035156,30.025062561035156,30.025062561035156,30.025062561035156,0,0.0,0.0,0.0
2024-11-18 00:00:00-05:00,30.133163452148438,30.133163452148438,30.133163452148438,30.133163452148438,0,0.0,0.0,0.0
2024-11-19 00:00:00-05:00,29.92597007751465,29.92597007751465,29.92597007751465,29.92597007751465,0,0.0,0.0,0.0
2024-11-20 00:00:00-05:00,29.871919631958008,29.871919631958008,29.871919631958008,29.871919631958008,0,0.0,0.0,0.0
2024-11-21 00:00:00-05:00,30.151182174682617,30.151182174682617,30.151182174682617,30.151182174682617,0,0.0,0.0,0.0
2024-11-22 00:00:00-05:00,30.439449310302734,30.439449310302734,30.439449310302734,30.439449310302734,0,0.0,0.0,0.0
2024-11-25 00:00:00-05:00,30.808795928955078,30.808795928955078,30.808795928955078,30.808795928955078,0,0.0,0.0,0.0
2024-11-26 00:00:00-05:00,30.907886505126953,30.907886505126953,30.907886505126953,30.907886505126953,0,0.0,0.0,0.0
2024-11-27 00:00:00-05:00,30.961936950683594,30.961936950683594,30.961936950683594,30.961936950683594,0,0.0,0.0,0.0
2024-11-29 00:00:00-05:00,30.97995185852051,30.97995185852051,30.97995185852051,30.979951858520508,0,0.0,0.0,0.0
2024-12-02 00:00:00-05:00,30.952930450439453,30.952930450439453,30.952930450439453,30.952930450439453,0,0.0,0.0,0.0
2024-12-03 00:00:00-05:00,30.835817337036133,30.835817337036133,30.835817337036133,30.835817337036133,0,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,30.826812744140625,30.826812744140625,30.826812744140625,30.826812744140625,0,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,30.81780242919922,30.81780242919922,30.81780242919922,30.81780242919922,0,0.0,0.0,0.0
2024-12-06 00:00:00-05:00,30.907886505126953,30.907886505126953,30.907886505126953,30.907886505126953,0,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,30.84482765197754,30.84482765197754,30.84482765197754,30.84482765197754,0,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,30.835817337036133,30.835817337036133,30.835817337036133,30.835817337036133,0,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,30.781766891479492,30.781766891479492,30.781766891479492,30.781766891479492,0,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,30.781766891479492,30.781766891479492,30.781766891479492,30.781766891479492,0,0.0,0.0,0.0
2024-12-13 00:00:00-05:00,30.691686630249023,30.691686630249023,30.691686630249023,30.691686630249023,0,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,31.64111328125,31.64111328125,31.64111328125,31.64111328125,0,1.452,0.0,1.132
2024-12-17 00:00:00-05:00,31.49489974975586,31.49489974975586,31.49489974975586,31.49489974975586,0,0.0,0.0,0.0
2024-12-18 00:00:00-05:00,30.93927764892578,30.93927764892578,30.93927764892578,30.93927764892578,0,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,30.841800689697266,30.841800689697266,30.841800689697266,30.841800689697266,0,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,30.99776268005371,30.99776268005371,30.99776268005371,30.99776268005371,0,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,30.968521118164062,30.968521118164062,30.968521118164062,30.968521118164062,0,0.0,0.0,0.0
2024-12-24 00:00:00-05:00,31.21221351623535,31.21221351623535,31.21221351623535,31.21221351623535,0,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,31.241456985473633,31.241456985473633,31.241456985473633,31.241456985473633,0,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,31.085493087768555,31.085493087768555,31.085493087768555,31.085493087768555,0,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,30.82230567932129,30.82230567932129,30.82230567932129,30.82230567932129,0,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,30.861295700073242,30.861295700073242,30.861295700073242,30.861295700073242,0,0.0,0.0,0.0
