Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-13 00:00:00-05:00,283.01984574257517,286.55932057039803,280.74868897898233,286.3627014160156,294500,0.0,0.0
2025-02-14 00:00:00-05:00,288.0144079375394,293.9626691435854,287.50316219896297,292.6845397949219,513300,0.0,0.0
2025-02-18 00:00:00-05:00,294.57230495415007,295.64400395944386,290.7477275111862,294.34619140625,416500,0.0,0.0
2025-02-19 00:00:00-05:00,290.18728701131,294.45430984368454,287.96530747461856,288.6830139160156,532000,0.0,0.0
2025-02-20 00:00:00-05:00,292.2617871731911,305.75109601073916,291.01312214676983,297.57098388671875,874200,0.0,0.0
2025-02-21 00:00:00-05:00,301.32674309332555,301.32674309332555,294.80821755685963,295.99786376953125,531400,0.0,0.0
2025-02-24 00:00:00-05:00,298.97693662383045,301.21859882498626,293.7168871154258,294.1789855957031,755300,0.0,0.0
2025-02-25 00:00:00-05:00,292.4289294803202,295.3391808941568,290.17745572326857,291.06231689453125,479100,0.0,0.0
2025-02-26 00:00:00-05:00,294.19867572888984,295.58497120372584,288.95827900439144,289.34173583984375,278000,0.0,0.0
2025-02-27 00:00:00-05:00,289.9906781487862,293.2450209084456,289.4400964737317,290.0398254394531,277000,0.0,0.0
2025-02-28 00:00:00-05:00,291.0131421302766,292.5960867987339,286.60848914906984,292.1634826660156,418900,0.0,0.0
2025-03-03 00:00:00-05:00,296.115881873413,296.42066706058984,281.7613636855009,284.16033935546875,416100,0.0,0.0
2025-03-04 00:00:00-05:00,280.40456050213254,282.17428267742554,273.6795442253513,276.5013122558594,568100,0.0,0.0
2025-03-05 00:00:00-05:00,277.5730123021231,281.1321399697658,274.27933398935846,278.5660095214844,512900,0.0,0.0
2025-03-06 00:00:00-05:00,278.58569243962614,279.2542515585809,274.2596810756651,278.5660095214844,362800,0.0,0.0
2025-03-07 00:00:00-05:00,278.230301907655,286.19833489396814,277.4009168066734,285.28009033203125,379900,1.2,0.0
2025-03-10 00:00:00-04:00,280.9653135794346,283.5818316160431,277.27256850633694,279.01031494140625,400400,0.0,0.0
2025-03-11 00:00:00-04:00,279.92860437604236,282.34763697260723,276.3345717657377,278.0525817871094,372600,0.0,0.0
2025-03-12 00:00:00-04:00,279.47437467157596,279.47437467157596,274.11297607421875,274.11297607421875,386100,0.0,0.0
2025-03-13 00:00:00-04:00,272.6220492855576,277.5786538441372,271.3286001604628,275.40643310546875,385700,0.0,0.0
2025-03-14 00:00:00-04:00,278.0229410782997,280.5999860488352,275.94949333188066,279.2077941894531,297300,0.0,0.0
2025-03-17 00:00:00-04:00,276.8085033945427,278.368530892066,270.3313745665315,275.8902587890625,572200,0.0,0.0
2025-03-18 00:00:00-04:00,275.88039604758484,278.6845165307528,274.6363031782944,277.2133483886719,320100,0.0,0.0
2025-03-19 00:00:00-04:00,278.34878628726267,279.4842529296875,274.04384815238507,279.4842529296875,473100,0.0,0.0
2025-03-20 00:00:00-04:00,276.14698384567885,281.2911911225525,276.14698384567885,277.9440002441406,524200,0.0,0.0
2025-03-21 00:00:00-04:00,273.77724925282195,275.3076567694211,270.2918433096729,274.0537109375,3081900,0.0,0.0
